,Gene,WT_K27me3,NSD1KO_K27me3,WT_K36me2,NSD1KO_K36me2,WT_K36me3,NSD1KO_K36me3,change_K27me3,change_K36me3,change_K36me2,LFC,tpm_Parental,tpm_NSD1KO
5448,Hes1,0.0300550301082144,0.1171634643876887,0.1061245002516339,0.0075014502919363,0.0250754788715025,0.003968207289111,1.9628443873580377,-2.6597179569947054,-3.822444403971364,-3.87365709674994,76.22790126778793,4.710817876934026
5449,Tmem44,0.0218299969558374,0.1067027969315801,0.3316678779681923,0.0324528174276134,0.0109725779437321,0.0042475388748166,2.289214158832822,-1.36920346183841,-3.3533236559299398,-1.37570527490364,2.3468835229586835,0.7508890011646058
5450,Acap2,0.0069770747731948,0.0144631019105653,0.2544408796585441,0.1389126429453589,0.025559402307944,0.0219290285959279,1.0516828010105457,-0.2210121946272982,-0.8731525691362272,0.381495534721695,55.2626044092586,69.01792976370714
5451,Ppp1r2,0.0055265708660931,0.0182424383685181,0.1315536563411016,0.0784306966465063,0.0616856153831576,0.0534278144158631,1.7228420817982966,-0.2073431013687639,-0.7461610265886567,0.437316543748175,86.47847779217334,111.89062268576046
5452,Apod,0.0101260686956416,0.0921596842207619,0.4475619279850333,0.0819486771927539,0.0078368086296705,0.0140985441772362,3.1860615967942967,0.8472080241166823,-2.449294751377653,2.65330838053166,4.734107823946856,28.49385338720934
5453,Bdh1,0.0216211827151366,0.0708415432114469,0.2997759105871383,0.0572272716518601,0.0154110213866985,0.0056263838735032,1.7121501970045565,-1.4536825891804468,-2.3891097235621417,-0.4081413681943,17.202041373636956,11.347180608328353
5454,Dlg1,0.0056778434815003,0.0195534972106581,0.1468576097970622,0.1115446023515394,0.0334600725592608,0.0266044893336586,1.784011676999534,-0.3307708622852249,-0.3967973212866996,0.245372679777769,51.79682417611774,58.34329936421866
5455,Ncbp2,0.0037508164477731,0.0152155416474343,0.1142255601663797,0.0657302307488353,0.1027658555600797,0.0673365665607495,2.0202691230186445,-0.6098989356647025,-0.7972565627791094,-0.333471158631699,70.72665547100908,50.66517889471122
5456,Rnf168,0.0070449291680851,0.0229269104686345,0.1381837584396845,0.0773071594645072,0.0886789534321759,0.0672692620073279,1.7023848502535026,-0.3986443131200213,-0.8379141228058301,0.308036207757469,83.3030142777144,98.22456076452468
5457,Ubxn7,0.0038504584091579,0.0174721128902971,0.1405078783791265,0.0942709511426754,0.0724646125450593,0.0550700554314617,2.181951964381365,-0.3960085790345357,-0.5757658363934991,0.224758376731253,99.97587173548332,110.6665906123378
